 ,source,target
Loc_Subtitles/DOLLIE_00254_MIMIC,(NURSE DOLLIE)\\\\Describe your pain on a scale of zero to ten.,(护士多莉)\\\\请把你的疼痛程度用0到10来描述。
Loc_Subtitles/DOLLIE_00254_MOLTEN,(NURSE DOLLIE)\\\\Describe your pain on a scale of zero to ten.,(护士多莉)\\\\请把你的疼痛程度用0到10来描述。
Loc_Subtitles/DOLLIE_00254,(NURSE DOLLIE)\\\\Describe your pain on a scale of zero to ten. ,(护士多莉)\\\\请用0到10分来描述你的疼痛程度。 
Loc_Subtitles/DOLLIE_00247,(NURSE DOLLIE)\\\\Disassemble.,(护士多莉)\\\\开始拆解。
Loc_Subtitles/DOLLIE_00247_MIMIC,(NURSE DOLLIE)\\\\Disassemble.,(护士多莉)\\\\开始拆解。
Loc_Subtitles/DOLLIE_00247_MOLTEN,(NURSE DOLLIE)\\\\Disassemble.,(护士多莉)\\\\开始拆解。
Loc_Subtitles/DOLLIE_00267,(NURSE DOLLIE)\\\\Edwin is a genius. Wink!,(护士多莉)\\\\埃德温真是个天才。眨眨眼！
Loc_Subtitles/DOLLIE_00245,(NURSE DOLLIE)\\\\Error.,(护士多莉)\\\\错误。
Loc_Subtitles/DOLLIE_00245_MIMIC,(NURSE DOLLIE)\\\\Error.,(护士多莉)\\\\错误。
Loc_Subtitles/DOLLIE_00245_MOLTEN,(NURSE DOLLIE)\\\\Error.,(护士多莉)\\\\错误。
Loc_Subtitles/DOLLIE_00206,(NURSE DOLLIE)\\\\Error.  It appears you have a foreign object wedged inside.,(护士多莉)\\\\错误。看来你体内卡着异物。
Loc_Subtitles/DOLLIE_00213,"(NURSE DOLLIE)\\\\Finally, we will flush out your interior with the power hose\\\\then give you a nice long soak in the bleach bath.",(护士多莉)\\\\最后，我们会用高压水枪冲洗你的内部，\\\\然后让你在漂白浴中好好泡一泡。
Loc_Subtitles/DOLLIE_00211,(NURSE DOLLIE)\\\\First we will we blend up the foreign object.,(护士多莉)\\\\首先我们会把异物搅碎处理。
Loc_Subtitles/DOLLIE_00240,(NURSE DOLLIE)\\\\Fix. Fix. Fix.,(护士多莉)\\\\修复。修复。修复。
Loc_Subtitles/DOLLIE_00240_MIMIC,(NURSE DOLLIE)\\\\Fix. Fix. Fix.,(护士多莉)\\\\修复。修复。修复。
Loc_Subtitles/DOLLIE_00240_MOLTEN,(NURSE DOLLIE)\\\\Fix. Fix. Fix.,(护士多莉)\\\\修复。修复。修复。
Loc_Subtitles/DOLLIE_00242,(NURSE DOLLIE)\\\\Further maintenance needed.,(护士多莉)\\\\需要进一步维护。
Loc_Subtitles/DOLLIE_00242_MIMIC,(NURSE DOLLIE)\\\\Further maintenance needed.,(护士多莉)\\\\需要进一步维护。
Loc_Subtitles/DOLLIE_00242_MOLTEN,(NURSE DOLLIE)\\\\Further maintenance required.,(护士多莉)\\\\需要进一步维修。
Loc_Subtitles/DOLLIE_00209,(NURSE DOLLIE)\\\\Good news. The procedure is simple.,(护士多莉)\\\\好消息，操作很简单。
Loc_Subtitles/DOLLIE_00228,(NURSE DOLLIE)\\\\Hard drive failure.,(护士多莉)\\\\硬盘故障。
Loc_Subtitles/DOLLIE_00228_MIMIC,(NURSE DOLLIE)\\\\Hard drive failure.,(护士多莉)\\\\硬盘故障。
Loc_Subtitles/DOLLIE_00228_MOLTEN,(NURSE DOLLIE)\\\\Hard drive failure.,(护士多莉)\\\\硬盘故障。
Loc_Subtitles/DOLLIE_00263,"(NURSE DOLLIE)\\\\Hello, Nurse dollie.",(护士多莉)\\\\你好，护士多莉上线。
Loc_Subtitles/DOLLIE_00217,(NURSE DOLLIE)\\\\Hold tight.,(护士多莉)\\\\请抓紧。
Loc_Subtitles/DOLLIE_00256_CLEAN,(NURSE DOLLIE)\\\\I am unable to access your service manual.,(护士多莉)\\\\无法访问你的服务手册。
Loc_Subtitles/DOLLIE_00256_MIMIC,(NURSE DOLLIE)\\\\I am unable to access your service manual.,(护士多莉)\\\\无法访问你的服务手册。
Loc_Subtitles/DOLLIE_00256_MOLTEN,(NURSE DOLLIE)\\\\I am unable to access your service manual.,(护士多莉)\\\\无法访问你的服务手册。
Loc_Subtitles/DOLLIE_00256,(NURSE DOLLIE)\\\\I am unable to access your service manual. ,(护士多莉)\\\\无法访问你的服务手册。 
Loc_Subtitles/DOLLIE_00264,(NURSE DOLLIE)\\\\I am “recycling”. Edwin Murray coined the term and it will soon be an industry standard.,(护士多莉)\\\\我正在“回收”。这个词是埃德温·默里发明的，很快就会成为行业标准。
Loc_Subtitles/DOLLIE_00253_CLEAN,(NURSE DOLLIE)\\\\I need to check your charts.,(护士多莉)\\\\我需要查看你的病历表。
Loc_Subtitles/DOLLIE_00253_MIMIC,(NURSE DOLLIE)\\\\I need to check your charts.,(护士多莉)\\\\我需要查看你的病历表。
Loc_Subtitles/DOLLIE_00253_MOLTEN,(NURSE DOLLIE)\\\\I need to check your charts.,(护士多莉)\\\\我需要查看你的病历表。
Loc_Subtitles/DOLLIE_00253,(NURSE DOLLIE)\\\\I need to check your charts. ,(护士多莉)\\\\我需要查看你的病历表。 
Loc_Subtitles/DOLLIE_00257_CLEAN,(NURSE DOLLIE)\\\\I recommend shock therapy.,(护士多莉)\\\\我建议使用电击疗法。
Loc_Subtitles/DOLLIE_00257_MIMIC,(NURSE DOLLIE)\\\\I recommend shock therapy.,(护士多莉)\\\\我建议使用电击疗法。
Loc_Subtitles/DOLLIE_00257_MOLTEN,(NURSE DOLLIE)\\\\I recommend shock therapy.,(护士多莉)\\\\我建议使用电击疗法。
Loc_Subtitles/DOLLIE_00257,(NURSE DOLLIE)\\\\I recommend shock therapy. ,(护士多莉)\\\\我建议使用电击疗法。 
Loc_Subtitles/DOLLIE_00259,(NURSE DOLLIE)\\\\I seem to have misplaced my patient.,(护士多莉)\\\\我好像把我的病人弄丢了。
Loc_Subtitles/DOLLIE_00259_CLEAN,(NURSE DOLLIE)\\\\I seem to have misplaced my patient.,(护士多莉)\\\\我好像把我的病人弄丢了。
Loc_Subtitles/DOLLIE_00259_MIMIC,(NURSE DOLLIE)\\\\I seem to have misplaced my patient.,(护士多莉)\\\\我好像把我的病人弄丢了。
Loc_Subtitles/DOLLIE_00259_MOLTEN,(NURSE DOLLIE)\\\\I seem to have misplaced my patient.,(护士多莉)\\\\我好像把我的病人弄丢了。
Loc_Subtitles/DOLLIE_00265,(NURSE DOLLIE)\\\\I take broken stuff and turn it into new stuff.,(护士多莉)\\\\我把破旧的东西变成新的东西。
Loc_Subtitles/DOLLIE_00233,(NURSE DOLLIE)\\\\I will try turning it off and on again.,(护士多莉)\\\\我来试试重启一下。
Loc_Subtitles/DOLLIE_00233_MIMIC,(NURSE DOLLIE)\\\\I will try turning it off and on again.,(护士多莉)\\\\我来试试重启一下。
Loc_Subtitles/DOLLIE_00233_MOLTEN,(NURSE DOLLIE)\\\\I will try turning it off and on again.,(护士多莉)\\\\我来试试重启一下。
Loc_Subtitles/DOLLIE_00227,(NURSE DOLLIE)\\\\Inoperable.,(护士多莉)\\\\无法手术。
Loc_Subtitles/DOLLIE_00227_MIMIC,(NURSE DOLLIE)\\\\Inoperable.,(护士多莉)\\\\无法手术。
Loc_Subtitles/DOLLIE_00227_MOLTEN,(NURSE DOLLIE)\\\\Inoperable.,(护士多莉)\\\\无法手术。
Loc_Subtitles/DOLLIE_00221b,(NURSE DOLLIE)\\\\I’ll be back as quick as you can say strawberry milkshake.,(护士多莉)\\\\你只要念一遍“草莓奶昔”，我很快就会回来。
Loc_Subtitles/DOLLIE_00219,(NURSE DOLLIE)\\\\I’m on my way.,(护士多莉)\\\\我正在路上。
Loc_Subtitles/DOLLIE_00261,(NURSE DOLLIE)\\\\Medical personnel only.,(护士多莉)\\\\仅限医护人员进入。
Loc_Subtitles/DOLLIE_00261_CLEAN,(NURSE DOLLIE)\\\\Medical personnel only.,(护士多莉)\\\\仅限医护人员进入。
Loc_Subtitles/DOLLIE_00261_MIMIC,(NURSE DOLLIE)\\\\Medical personnel only.,(护士多莉)\\\\仅限医护人员进入。
Loc_Subtitles/DOLLIE_00261_MOLTEN,(NURSE DOLLIE)\\\\Medical personnel only.,(护士多莉)\\\\仅限医护人员进入。
Loc_Subtitles/DOLLIE_00232,(NURSE DOLLIE)\\\\More returns. More returns.,(护士多莉)\\\\更多回收。更多回收。
Loc_Subtitles/DOLLIE_00232_MIMIC,(NURSE DOLLIE)\\\\More returns. More returns.,(护士多莉)\\\\更多回收。更多回收。
Loc_Subtitles/DOLLIE_00232_MOLTEN,(NURSE DOLLIE)\\\\More returns. More returns.,(护士多莉)\\\\更多回收。更多回收。
Loc_Subtitles/DOLLIE_00230,(NURSE DOLLIE)\\\\Next task.,(护士多莉)\\\\下一个任务。
Loc_Subtitles/DOLLIE_00230_MIMIC,(NURSE DOLLIE)\\\\Next task.,(护士多莉)\\\\下一个任务。
Loc_Subtitles/DOLLIE_00230_MOLTEN,(NURSE DOLLIE)\\\\Next task.,(护士多莉)\\\\下一个任务。
Loc_Subtitles/DOLLIE_00248,(NURSE DOLLIE)\\\\No disassemble.,(护士多莉)\\\\禁止拆解。
Loc_Subtitles/DOLLIE_00248_MIMIC,(NURSE DOLLIE)\\\\No disassemble.,(护士多莉)\\\\禁止拆解。
Loc_Subtitles/DOLLIE_00248_MOLTEN,(NURSE DOLLIE)\\\\No disassemble.,(护士多莉)\\\\禁止拆解。
Loc_Subtitles/DOLLIE_00215,(NURSE DOLLIE)\\\\Now don’t go anywhere. I will be right back.,(护士多莉)\\\\现在别乱跑，我马上回来。
Loc_Subtitles/DOLLIE_00207,"(NURSE DOLLIE)\\\\Now, don’t you worry. We will get you all sorted out.",(护士多莉)\\\\别担心，我们会帮你全部安排好的。
Loc_Subtitles/DOLLIE_00201,"(NURSE DOLLIE)\\\\Oh, no, no, no.",(护士多莉)\\\\哦，不，不，不。
Loc_Subtitles/DOLLIE_00244,(NURSE DOLLIE)\\\\Organize.,(护士多莉)\\\\整理。
Loc_Subtitles/DOLLIE_00244_MIMIC,(NURSE DOLLIE)\\\\Organize.,(护士多莉)\\\\整理。
Loc_Subtitles/DOLLIE_00244_MOLTEN,(NURSE DOLLIE)\\\\Organize.,(护士多莉)\\\\整理。
Loc_Subtitles/DOLLIE_00215a,(NURSE DOLLIE)\\\\Please wait here until your number is called. There are 4625 tasks ahead of you.,(护士多莉)\\\\请在这里等到叫到你的号码。目前你前面还有4625个任务。
Loc_Subtitles/DOLLIE_00202,"(NURSE DOLLIE)\\\\Poor, poor captain.",(护士多莉)\\\\可怜的，可怜的船长。
Loc_Subtitles/DOLLIE_00216,(NURSE DOLLIE)\\\\Preparing for service…,(护士多莉)\\\\正在准备服务……
Loc_Subtitles/DOLLIE_00222,(NURSE DOLLIE)\\\\Recycle… Recycle… Recycle…,(护士多莉)\\\\回收……回收……回收……
Loc_Subtitles/DOLLIE_00222_MIMIC,(NURSE DOLLIE)\\\\Recycle… Recycle… Recycle…,(护士多莉)\\\\回收……回收……回收……
Loc_Subtitles/DOLLIE_00222_MOLTEN,(NURSE DOLLIE)\\\\Recycle… Recycle… Recycle…,(护士多莉)\\\\回收……回收……回收……
Loc_Subtitles/DOLLIE_00236,(NURSE DOLLIE)\\\\Reduce.,(护士多莉)\\\\减量。
Loc_Subtitles/DOLLIE_00236_MIMIC,(NURSE DOLLIE)\\\\Reduce.,(护士多莉)\\\\减量。
Loc_Subtitles/DOLLIE_00236_MOLTEN,(NURSE DOLLIE)\\\\Reduce.,(护士多莉)\\\\减量。
Loc_Subtitles/DOLLIE_00231,(NURSE DOLLIE)\\\\Refurbishment required.,(护士多莉)\\\\需要翻新。
Loc_Subtitles/DOLLIE_00231_CLEAN,(NURSE DOLLIE)\\\\Refurbishment required.,(护士多莉)\\\\需要翻新。
Loc_Subtitles/DOLLIE_00231_MIMIC,(NURSE DOLLIE)\\\\Refurbishment required.,(护士多莉)\\\\需要翻新。
Loc_Subtitles/DOLLIE_00231_MOLTEN,(NURSE DOLLIE)\\\\Refurbishment required.,(护士多莉)\\\\需要翻新。
Loc_Subtitles/DOLLIE_00234,(NURSE DOLLIE)\\\\Repair.,(护士多莉)\\\\维修。
Loc_Subtitles/DOLLIE_00234_MIMIC,(NURSE DOLLIE)\\\\Repair.,(护士多莉)\\\\维修。
Loc_Subtitles/DOLLIE_00234_MOLTEN,(NURSE DOLLIE)\\\\Repair.,(护士多莉)\\\\维修。
Loc_Subtitles/DOLLIE_00237,(NURSE DOLLIE)\\\\Repaired.,(护士多莉)\\\\已修好。
Loc_Subtitles/DOLLIE_00237_MIMIC,(NURSE DOLLIE)\\\\Repaired.,(护士多莉)\\\\已修好。
Loc_Subtitles/DOLLIE_00237_MOLTEN,(NURSE DOLLIE)\\\\Repaired.,(护士多莉)\\\\已修好。
Loc_Subtitles/DOLLIE_00238,(NURSE DOLLIE)\\\\Repurpose.,(护士多莉)\\\\改作他用。
Loc_Subtitles/DOLLIE_00238_MIMIC,(NURSE DOLLIE)\\\\Repurpose.,(护士多莉)\\\\改作他用。
Loc_Subtitles/DOLLIE_00238_MOLTEN,(NURSE DOLLIE)\\\\Repurpose.,(护士多莉)\\\\改作他用。
Loc_Subtitles/DOLLIE_00235,(NURSE DOLLIE)\\\\Reuse.,(护士多莉)\\\\重复利用。
Loc_Subtitles/DOLLIE_00235_MIMIC,(NURSE DOLLIE)\\\\Reuse.,(护士多莉)\\\\重复利用。
Loc_Subtitles/DOLLIE_00235_MOLTEN,(NURSE DOLLIE)\\\\Reuse.,(护士多莉)\\\\重复利用。
Loc_Subtitles/DOLLIE_00241,(NURSE DOLLIE)\\\\Salvage.,(护士多莉)\\\\回收利用。
Loc_Subtitles/DOLLIE_00241_MIMIC,(NURSE DOLLIE)\\\\Salvage.,(护士多莉)\\\\回收利用。
Loc_Subtitles/DOLLIE_00241_MOLTEN,(NURSE DOLLIE)\\\\Salvage.,(护士多莉)\\\\回收利用。
Loc_Subtitles/DOLLIE_00229,(NURSE DOLLIE)\\\\Scanning.,(护士多莉)\\\\扫描。
Loc_Subtitles/DOLLIE_00229_MIMIC,(NURSE DOLLIE)\\\\Scanning.,(护士多莉)\\\\扫描。
Loc_Subtitles/DOLLIE_00229_MOLTEN,(NURSE DOLLIE)\\\\Scanning.,(护士多莉)\\\\扫描。
Loc_Subtitles/DOLLIE_00205,(NURSE DOLLIE)\\\\Scanning… scanning…,(护士多莉)\\\\扫描……扫描……
Loc_Subtitles/DOLLIE_00226,(NURSE DOLLIE)\\\\Send to furnace.,(护士多莉)\\\\送入熔炉。
Loc_Subtitles/DOLLIE_00226_MIMIC,(NURSE DOLLIE)\\\\Send to furnace.,(护士多莉)\\\\送入熔炉。
Loc_Subtitles/DOLLIE_00226_MOLTEN,(NURSE DOLLIE)\\\\Send to furnace.,(护士多莉)\\\\送入熔炉。
Loc_Subtitles/DOLLIE_00243,(NURSE DOLLIE)\\\\Separate.,(护士多莉)\\\\分离。
Loc_Subtitles/DOLLIE_00243_MIMIC,(NURSE DOLLIE)\\\\Separate.,(护士多莉)\\\\分离。
Loc_Subtitles/DOLLIE_00243_MOLTEN,(NURSE DOLLIE)\\\\Separate.,(护士多莉)\\\\分离。
Loc_Subtitles/DOLLIE_00266,"(NURSE DOLLIE)\\\\So much money is saved by reusing these old parts that we call it, “going green.”",(护士多莉)\\\\通过反复利用这些旧零件，我们节省了如此多的钱，所以我们把这叫做“绿色环保”。
Loc_Subtitles/DOLLIE_00246,(NURSE DOLLIE)\\\\So much to be done.,(护士多莉)\\\\还有好多工作等着做。
Loc_Subtitles/DOLLIE_00246_MIMIC,(NURSE DOLLIE)\\\\So much to be done.,(护士多莉)\\\\还有好多事情要处理。
Loc_Subtitles/DOLLIE_00246_MOLTEN,(NURSE DOLLIE)\\\\So much to be done.,(护士多莉)\\\\还有好多事情要处理。
Loc_Subtitles/DOLLIE_00239,(NURSE DOLLIE)\\\\Sort. Sort. Sort.,(护士多莉)\\\\分拣，分拣，继续分拣。
Loc_Subtitles/DOLLIE_00239_MIMIC,(NURSE DOLLIE)\\\\Sort. Sort. Sort.,(护士多莉)\\\\分拣，分拣，继续分拣。
Loc_Subtitles/DOLLIE_00239_MOLTEN,(NURSE DOLLIE)\\\\Sort. Sort. Sort.,(护士多莉)\\\\分拣，分拣，继续分拣。
Loc_Subtitles/DOLLIE_00208,(NURSE DOLLIE)\\\\Stay right there and I will consult the service manual.,(护士多莉)\\\\请你待在这里，我查查操作手册。
Loc_Subtitles/DOLLIE_00251,(NURSE DOLLIE)\\\\Take your medicine.,(护士多莉)\\\\把药吃了。
Loc_Subtitles/DOLLIE_00251_CLEAN,(NURSE DOLLIE)\\\\Take your medicine.,(护士多莉)\\\\把药吃了。
Loc_Subtitles/DOLLIE_00251_MIMIC,(NURSE DOLLIE)\\\\Take your medicine.,(护士多莉)\\\\把药吃了。
Loc_Subtitles/DOLLIE_00251_MOLTEN,(NURSE DOLLIE)\\\\Take your medicine.,(护士多莉)\\\\把药吃了。
Loc_Subtitles/DOLLIE_00212,"(NURSE DOLLIE)\\\\Then you’ll need a stringent steam clean, to soften\\\\up the remaining organic material so we can scoop it out. ",(护士多莉)\\\\接下来你需要一次高强度蒸汽清洗，把残余的有机物软化后，我们才能把它们清理出来。 
Loc_Subtitles/DOLLIE_00252,(NURSE DOLLIE)\\\\Time to do my rounds.,(护士多莉)\\\\该查房了。
Loc_Subtitles/DOLLIE_00252_CLEAN,(NURSE DOLLIE)\\\\Time to do my rounds.,(护士多莉)\\\\该查房了。
Loc_Subtitles/DOLLIE_00252_MIMIC,(NURSE DOLLIE)\\\\Time to do my rounds.,(护士多莉)\\\\该查房了。
Loc_Subtitles/DOLLIE_00252_MOLTEN,(NURSE DOLLIE)\\\\Time to do my rounds.,(护士多莉)\\\\该查房了。
Loc_Subtitles/DOLLIE_00250,(NURSE DOLLIE)\\\\Time to take your medicine.,(护士多莉)\\\\该吃药了。
Loc_Subtitles/DOLLIE_00250_CLEAN,(NURSE DOLLIE)\\\\Time to take your medicine.,(护士多莉)\\\\该吃药了。
Loc_Subtitles/DOLLIE_00250_MIMIC,(NURSE DOLLIE)\\\\Time to take your medicine.,(护士多莉)\\\\该吃药了。
Loc_Subtitles/DOLLIE_00250_MOLTEN,(NURSE DOLLIE)\\\\Time to take your medicine.,(护士多莉)\\\\该吃药了。
Loc_Subtitles/DOLLIE_00223,(NURSE DOLLIE)\\\\Trash to cash.,(护士多莉)\\\\垃圾换现金。
Loc_Subtitles/DOLLIE_00223_MIMIC,(NURSE DOLLIE)\\\\Trash to cash.,(护士多莉)\\\\垃圾换现金。
Loc_Subtitles/DOLLIE_00223_MOLTEN,(NURSE DOLLIE)\\\\Trash to cash.,(护士多莉)\\\\垃圾换现金。
Loc_Subtitles/DOLLIE_00210,(NURSE DOLLIE)\\\\We must clear out the foreign material.,(护士多莉)\\\\我们得清理掉异物。
Loc_Subtitles/DOLLIE_00262,(NURSE DOLLIE)\\\\We need to run some tests.,(护士多莉)\\\\需要做几项检查。
Loc_Subtitles/DOLLIE_00262_CLEAN,(NURSE DOLLIE)\\\\We need to run some tests.,(护士多莉)\\\\需要做几项检查。
Loc_Subtitles/DOLLIE_00262_MIMIC,(NURSE DOLLIE)\\\\We need to run some tests.,(护士多莉)\\\\需要做几项检查。
Loc_Subtitles/DOLLIE_00262_MOLTEN,(NURSE DOLLIE)\\\\We need to run some tests.,(护士多莉)\\\\需要做几项检查。
Loc_Subtitles/DOLLIE_00255,(NURSE DOLLIE)\\\\What brings you in today?,(护士多莉)\\\\今天怎么过来的？
Loc_Subtitles/DOLLIE_00255_CLEAN,(NURSE DOLLIE)\\\\What brings you in today?,(护士多莉)\\\\今天怎么过来的？
Loc_Subtitles/DOLLIE_00255_MIMIC,(NURSE DOLLIE)\\\\What brings you in today?,(护士多莉)\\\\今天怎么过来的？
Loc_Subtitles/DOLLIE_00255_MOLTEN,(NURSE DOLLIE)\\\\What brings you in today?,(护士多莉)\\\\今天怎么过来的？
Loc_Subtitles/DOLLIE_00224,(NURSE DOLLIE)\\\\Work work work…,(护士多莉)\\\\工作，工作，永远都是工作……
Loc_Subtitles/DOLLIE_00224_MIMIC,(NURSE DOLLIE)\\\\Work work work…,(护士多莉)\\\\工作，工作，永远都是工作……
Loc_Subtitles/DOLLIE_00224_MOLTEN,(NURSE DOLLIE)\\\\Work work work…,(护士多莉)\\\\工作，工作，永远都是工作……
Loc_Subtitles/DOLLIE_00258_CLEAN,(NURSE DOLLIE)\\\\You need a lobotomy.,(护士多莉)\\\\你需要进行脑叶切除手术。
Loc_Subtitles/DOLLIE_00258_MIMIC,(NURSE DOLLIE)\\\\You need a lobotomy.,(护士多莉)\\\\你需要做一场脑叶切除术。
Loc_Subtitles/DOLLIE_00258_MOLTEN,(NURSE DOLLIE)\\\\You need a lobotomy.,(护士多莉)\\\\你需要做一场脑叶切除术。
Loc_Subtitles/DOLLIE_00258,(NURSE DOLLIE)\\\\You need a lobotomy. ,(护士多莉)\\\\你需要做一场脑叶切除术。 
Loc_Subtitles/DOLLIE_00258a,(NURSE DOLLIE)\\\\You need a robotomy.,(护士多莉)\\\\你需要来一次机器人脑叶切除术。
Loc_Subtitles/DOLLIE_00258a_CLEAN,(NURSE DOLLIE)\\\\You need a robotomy.,(护士多莉)\\\\你需要来一次机器人脑叶切除术。
Loc_Subtitles/DOLLIE_00258a_MIMIC,(NURSE DOLLIE)\\\\You need a robotomy.,(护士多莉)\\\\你需要来一次机器人脑叶切除术。
Loc_Subtitles/DOLLIE_00258a_MOLTEN,(NURSE DOLLIE)\\\\You need a robotomy.,(护士多莉)\\\\你需要来一次机器人脑叶切除术。
Loc_Subtitles/DOLLIE_00214,(NURSE DOLLIE)\\\\You will be ship-shape in no time.,(护士多莉)\\\\你很快就会恢复得棒棒的。
Loc_Subtitles/DOLLIE_00260,(NURSE DOLLIE)\\\\You're not allowed back here. ,(护士多莉)\\\\你不能再回到这里。 
Loc_Subtitles/DOLLIE_00260_CLEAN,(NURSE DOLLIE)\\\\You’re not allowed back here.,(护士多莉)\\\\你不能再回到这里。
Loc_Subtitles/DOLLIE_00260_MIMIC,(NURSE DOLLIE)\\\\You’re not allowed back here.,(护士多莉)\\\\你不能再回到这里。
Loc_Subtitles/DOLLIE_00260_MOLTEN,(NURSE DOLLIE)\\\\You’re not allowed back here.,(护士多莉)\\\\你不能再回到这里。
Loc_Subtitles/PIRATE_CHORUS_00001a,(PIRATE CHORUS)\\\\Ahoy! Yar!!! Aye!,(海盗合唱团)\\\\喂！呀！哎！
Loc_Subtitles/PIRATE_CHORUS_00002,(PIRATE CHORUS)\\\\Arr… I forgot. Is that be today? I be short on doubloons! ,(海盗合唱团)\\\\呃……我忘了。今天是吗？我这金币可带得不够！ 
Loc_Subtitles/PIRATE_CHORUS_00000,"(PIRATE CHORUS)\\\\Oof
Ow!
Yaar!!","(海盗合唱团)\\\\哎呦
哎呀！
呀啊！！"
Loc_Subtitles/PIRATE_CHORUS_00001,"(PIRATE CHORUS)\\\\Rhubarb rhubarb, watermelon watermelon, hubbub hubbub.",(海盗合唱团)\\\\咕哝咕哝，西瓜西瓜，嘟囔嘟囔。
Loc_Subtitles/PUP_FOXY_00019,(PUPPET FOXY)\\\\(Impacts) (being shot by player),(木偶霍斯)\\\\(受到撞击)(被玩家射击的声音)
Loc_Subtitles/PUP_FOXY_00016,(PUPPET FOXY)\\\\(Swashbuckling fight sounds),(木偶霍斯)\\\\(刀剑对打声)
Loc_Subtitles/PUP_FOXY_00001,"(PUPPET FOXY)\\\\Ahoy there, Kit!",(木偶霍斯)\\\\喂，Kit！
Loc_Subtitles/PUP_FOXY_00018,(PUPPET FOXY)\\\\Ahoy!!,(木偶霍斯)\\\\喂！！
Loc_Subtitles/PUP_FOXY_00004,(PUPPET FOXY)\\\\All hands on deck!!! All hands on deck!!! ,(木偶霍斯)\\\\所有人到甲板集合！！！统统集合！！！ 
Loc_Subtitles/PUP_FOXY_00006,(PUPPET FOXY)\\\\Bawson!,(木偶霍斯)\\\\鲍森！
Loc_Subtitles/PUP_FOXY_00007,"(PUPPET FOXY)\\\\Bawson, we need the perfect present for the big surprise party.",(木偶霍斯)\\\\鲍森，我们得为这个盛大的惊喜派对准备一份完美的大礼。
Loc_Subtitles/PUP_FOXY_00011,(PUPPET FOXY)\\\\Come on lads! Stop that Rocktapus!,(木偶霍斯)\\\\伙计们！快去拦住那只摇滚章鱼！
Loc_Subtitles/PUP_FOXY_00020,(PUPPET FOXY)\\\\Ha ha!!,(木偶霍斯)\\\\哈哈哈！！
Loc_Subtitles/CAPTAIN_00015,(PUPPET FOXY)\\\\Har har!,(木偶霍斯)\\\\哈哈！
Loc_Subtitles/PUP_FOXY_00014,(PUPPET FOXY)\\\\I did?,(木偶霍斯)\\\\是我干的吗？
Loc_Subtitles/PUP_FOXY_00013,(PUPPET FOXY)\\\\It be gone… Forever…,(木偶霍斯)\\\\它没了……一去不回……
Loc_Subtitles/PUP_FOXY_00005,"(PUPPET FOXY)\\\\Lads, did none of ye get a present?",(木偶霍斯)\\\\伙计们，难道你们谁都没准备礼物吗？
Loc_Subtitles/PUP_FOXY_00012,(PUPPET FOXY)\\\\NO! The perfect present!!,(木偶霍斯)\\\\不是啊！说的是完美的礼物！！
Loc_Subtitles/PUP_FOXY_00015,"(PUPPET FOXY)\\\\Of course, Captain! Who else?",(木偶霍斯)\\\\当然啦，船长！还能有谁？
Loc_Subtitles/PUP_FOXY_00009,"(PUPPET FOXY)\\\\Renard, how much did ye make?!",(木偶霍斯)\\\\雷纳德，你做了多少个？！
Loc_Subtitles/PUP_FOXY_00003,(PUPPET FOXY)\\\\Shiver me timbers! No gift?,(木偶霍斯)\\\\见鬼！连个礼物都没有？
Loc_Subtitles/PUP_FOXY_00010,"(PUPPET FOXY)\\\\Well done, Bawson!",(木偶霍斯)\\\\干得漂亮，鲍森！
Loc_Subtitles/PUP_FOXY_00002,(PUPPET FOXY)\\\\Why ye look so down in the dumps? Today’s the big surprise party.\\\\Ye should be excited!,(木偶霍斯)\\\\你怎么一副愁眉苦脸的样子？今天可是那个神秘大派对哦，\\\\你得高兴点才是！
Loc_Subtitles/PUP_FOXY_00017,(PUPPET FOXY)\\\\Yar!,(木偶霍斯)\\\\嗷呜！(海盗呼声)
Loc_Subtitles/PUP_FOXY_00008,"(PUPPET FOXY)\\\\‘Course not, captain. We would never!",(木偶霍斯)\\\\当然没有，船长！我们绝对不会那么做！
Loc_Subtitles/PUP_ROXY_00012,(PUPPET ROXY)\\\\(Impacts)(being shot by player),(木偶罗克西)\\\\(砰！)(被玩家射中时)
Loc_Subtitles/PUP_ROXY_00009,(PUPPET ROXY)\\\\Ahoy!,(木偶罗克西)\\\\嘿！
Loc_Subtitles/PUP_ROXY_00005,(PUPPET ROXY)\\\\Foxy! Foxy!,(木偶罗克西)\\\\霍斯！霍斯！
Loc_Subtitles/PUP_ROXY_00002,"(PUPPET ROXY)\\\\Foxy, you woke up the Captain!",(木偶罗克西)\\\\霍斯，你把船长吵醒啦！
Loc_Subtitles/PUP_ROXY_00008,(PUPPET ROXY)\\\\Ha ha!,(木偶罗克西)\\\\哈哈哈！
Loc_Subtitles/PUP_ROXY_00011a,(PUPPET ROXY)\\\\Hi yah!,(木偶罗克西)\\\\嗨呀！
Loc_Subtitles/PUP_ROXY_00004,(PUPPET ROXY)\\\\Hold yer fire! Hold yer fire!,(木偶罗克西)\\\\别开枪！别开枪！
Loc_Subtitles/PUP_ROXY_00012b,(PUPPET ROXY)\\\\How dare you!,(木偶罗克西)\\\\你胆子不小啊！
Loc_Subtitles/PUP_ROXY_00012a,(PUPPET ROXY)\\\\How dare!,(木偶罗克西)\\\\真敢啊！
